"Rate","Quantity","Discount","Item Name","Sales Amount","Net Sales","Month","Date","Discount_per_unit","Year","id"
239.31,14,48.86,Paneer Tikka Sandwich,3350.34,3301.48,,"2023-09-22",3.490000,,4542
222.93,15,35.25,Espresso Doppio,3343.95,3308.7,,"2023-10-07",2.350000,,4543
109.74,13,49.01,Salted Caramel Cappuccino,1426.62,1377.61,,"2023-09-14",3.770000,,4544
223.30,20,62.40,Plant Milk Frappe-Oat,4466.0,4403.6,,"2023-10-07",3.120000,,4545
191.47,7,20.09,Nutty Chocolate Croissant Sundae,1340.29,1320.2,,"2023-09-14",2.870000,,4546
173.56,16,73.44,Signature Choco Fantasy,2776.96,2703.52,,"2023-09-22",4.590000,,4547
223.30,8,24.96,Plant Milk Frappe-Oat,1786.4,1761.44,,"2023-10-07",3.120000,,4548
106.80,40,69.60,Dutch Truffle Cake,4272.0,4202.4,,"2023-09-14",1.740000,,4549
147.64,7,14.42,Irish Cappuccino,1033.48,1019.0600000000001,,"2023-09-22",2.060000,,4550
185.05,9,36.99,Croissant,1665.45,1628.46,,"2023-09-14",4.110000,,4551
176.72,29,94.25,Paneer N Mozzarella Toastizza,5124.88,5030.63,,"2023-10-07",3.250000,,4552
222.93,7,16.45,Espresso Doppio,1560.51,1544.06,,"2023-10-01",2.350000,,4553
109.74,25,94.25,Salted Caramel Cappuccino,2743.5,2649.25,,"2023-10-01",3.770000,,4554
173.56,22,100.98,Signature Choco Fantasy,3818.32,3717.34,,"2023-09-14",4.590000,,4555
173.56,20,91.80,Signature Choco Fantasy,3471.2,3379.3999999999996,,"2023-10-07",4.590000,,4556
180.56,17,17.68,Classic New York Cheesecake,3069.52,3051.84,,"2023-10-01",1.040000,,4557
222.93,7,16.45,Espresso Doppio,1560.51,1544.06,,"2023-10-07",2.350000,,4558
179.99,27,81.54,Smoked Chicken N Mozzarella Toastizza,4859.73,4778.19,,"2023-10-01",3.020000,,4559
173.56,12,55.08,Signature Choco Fantasy,2082.72,2027.6399999999999,,"2023-10-07",4.590000,,4560
222.93,22,51.70,Espresso Doppio,4904.46,4852.76,,"2023-10-01",2.350000,,4561
191.47,28,80.36,Nutty Chocolate Croissant Sundae,5361.16,5280.8,,"2023-09-14",2.870000,,4562
204.53,14,24.08,Cafe Americano Regular,2863.42,2839.34,,"2023-10-01",1.720000,,4563
167.97,18,20.70,Smoked Chicken Double Decker Sandwich,3023.46,3002.76,,"2023-10-08",1.150000,,4564
141.44,29,95.99,Cheese Tomato Croissant Sliders,4101.76,4005.7700000000004,,"2023-09-14",3.310000,,4565
251.37,14,60.90,Gooey Fudgy Brownie Sundae,3519.18,3458.2799999999997,,"2023-10-08",4.350000,,4566
172.51,29,97.44,Tandoori Chicken Double Decker Sandwich,5002.79,4905.35,,"2023-10-08",3.360000,,4567
150.19,24,49.68,Frappe Lite,3604.56,3554.88,,"2023-10-08",2.070000,,4568
147.64,16,32.96,Irish Cappuccino,2362.24,2329.2799999999997,,"2023-09-14",2.060000,,4569
130.23,13,54.86,Caramel Affogato,1692.99,1638.13,,"2023-10-08",4.220000,,4570
243.15,20,33.60,Peanut Butter Banana Frappe,4863.0,4829.4,,"2023-09-14",1.680000,,4571
145.80,24,46.56,Hazelnut Latte,3499.2,3452.64,,"2023-10-08",1.940000,,4572
150.19,27,55.89,Frappe Lite,4055.13,3999.2400000000002,,"2023-09-14",2.070000,,4573
148.51,6,8.58,White Mocha,891.06,882.4799999999999,,"2023-09-22",1.430000,,4574
174.70,26,31.72,Irish Affogato,4542.2,4510.48,,"2023-10-08",1.220000,,4575
130.23,33,139.26,Caramel Affogato,4297.59,4158.33,,"2023-09-14",4.220000,,4576
195.26,10,28.40,Adrak Wali Chai,1952.6,1924.1999999999998,,"2023-09-22",2.840000,,4577
228.98,12,31.68,Chocolate Croissant,2747.76,2716.0800000000004,,"2023-10-01",2.640000,,4578
239.31,15,52.35,Paneer Tikka Sandwich,3589.65,3537.3,,"2023-10-08",3.490000,,4579
163.93,18,57.42,Berry Vanilla Croissant Sundae,2950.74,2893.3199999999997,,"2023-09-22",3.190000,,4580
147.64,29,59.74,Irish Cappuccino,4281.56,4221.820000000001,,"2023-10-01",2.060000,,4581
239.31,14,48.86,Paneer Tikka Sandwich,3350.34,3301.48,,"2023-10-08",3.490000,,4582
195.41,17,49.81,Plant Milk Frappe-Coconut,3321.97,3272.16,,"2023-10-01",2.930000,,4583
146.26,27,15.66,Classic Hot Fudge Sundae,3949.02,3933.36,,"2023-10-08",0.580000,,4584
147.59,25,59.00,Soya Cappuccino King,3689.75,3630.75,,"2023-09-14",2.360000,,4585
176.72,9,29.25,Paneer N Mozzarella Toastizza,1590.48,1561.23,,"2023-10-01",3.250000,,4586
156.45,17,36.04,Classic Garlic Bread,2659.65,2623.61,,"2023-10-08",2.120000,,4587
195.31,25,121.00,Espresso,4882.75,4761.75,,"2023-09-14",4.840000,,4588
180.56,10,10.40,Classic New York Cheesecake,1805.6,1795.1999999999998,,"2023-10-01",1.040000,,4589
233.45,2,7.76,Honey Cinnamon Coffee,466.9,459.14,,"2023-10-08",3.880000,,4590
210.85,17,48.11,Red Velvet Cake,3584.45,3536.3399999999997,,"2023-09-22",2.830000,,4591
175.70,26,39.78,Irish Latte,4568.2,4528.42,,"2023-09-14",1.530000,,4592
223.30,11,34.32,Plant Milk Frappe-Oat,2456.3,2421.98,,"2023-10-01",3.120000,,4593
210.85,15,42.45,Red Velvet Cake,3162.75,3120.3,,"2023-10-08",2.830000,,4594
109.74,21,79.17,Salted Caramel Cappuccino,2304.54,2225.37,,"2023-09-22",3.770000,,4595
190.93,7,13.23,Classic Affogato,1336.51,1323.28,,"2023-10-01",1.890000,,4596
222.93,18,42.30,Espresso Doppio,4012.74,3970.4399999999996,,"2023-10-08",2.350000,,4597
174.70,23,28.06,Irish Affogato,4018.1,3990.04,,"2023-09-22",1.220000,,4598
195.41,15,43.95,Plant Milk Frappe-Coconut,2931.15,2887.2000000000003,,"2023-09-14",2.930000,,4599
163.93,25,79.75,Berry Vanilla Croissant Sundae,4098.25,4018.5,,"2023-10-01",3.190000,,4600
99.79,38,34.58,Cappuccino Regular,3792.02,3757.44,,"2023-10-08",0.910000,,4601
185.05,10,41.10,Croissant,1850.5,1809.4,,"2023-09-14",4.110000,,4602
175.70,23,35.19,Irish Latte,4041.1,4005.91,,"2023-10-01",1.530000,,4603
210.85,8,22.64,Red Velvet Cake,1686.8,1664.1599999999999,,"2023-10-08",2.830000,,4604
165.86,19,13.87,Sizzle My Brownie Sundae,3151.34,3137.4700000000003,,"2023-09-14",0.730000,,4605
237.94,19,57.38,Choco Nirvana Sundae,4520.86,4463.48,,"2023-10-01",3.020000,,4606
174.70,5,6.10,Irish Affogato,873.5,867.4,,"2023-09-22",1.220000,,4607
195.41,35,102.55,Plant Milk Frappe-Coconut,6839.35,6736.8,,"2023-10-08",2.930000,,4608
182.49,9,31.59,Flat White,1642.41,1610.8200000000002,,"2023-10-01",3.510000,,4609
145.80,23,44.62,Hazelnut Latte,3353.4,3308.78,,"2023-09-22",1.940000,,4610
99.79,17,15.47,Cappuccino Regular,1696.43,1680.96,,"2023-10-09",0.910000,,4611
206.34,20,81.40,Paneer Tikka Double Decker Sandwich,4126.8,4045.4,,"2023-10-01",4.070000,,4612
243.15,28,47.04,Peanut Butter Banana Frappe,6808.2,6761.16,,"2023-09-22",1.680000,,4613
231.91,16,61.92,Cafe Mocha,3710.56,3648.64,,"2023-09-14",3.870000,,4614
156.45,10,21.20,Classic Garlic Bread,1564.5,1543.3,,"2023-10-09",2.120000,,4615
195.26,8,22.72,Adrak Wali Chai,1562.08,1539.36,,"2023-10-01",2.840000,,4616
195.31,31,150.04,Espresso,6054.61,5904.57,,"2023-09-22",4.840000,,4617
222.93,6,14.10,Espresso Doppio,1337.58,1323.48,,"2023-09-14",2.350000,,4618
237.94,20,60.40,Choco Nirvana Sundae,4758.8,4698.400000000001,,"2023-10-09",3.020000,,4619
172.51,13,43.68,Tandoori Chicken Double Decker Sandwich,2242.63,2198.9500000000003,,"2023-10-01",3.360000,,4620
167.97,18,20.70,Smoked Chicken Double Decker Sandwich,3023.46,3002.76,,"2023-09-14",1.150000,,4621
132.68,33,84.15,Cappuccino King,4378.44,4294.29,,"2023-10-09",2.550000,,4622
223.30,8,24.96,Plant Milk Frappe-Oat,1786.4,1761.44,,"2023-10-01",3.120000,,4623
195.41,12,35.16,Plant Milk Frappe-Coconut,2344.92,2309.76,,"2023-09-15",2.930000,,4624
106.80,25,43.50,Dutch Truffle Cake,2670.0,2626.5,,"2023-10-09",1.740000,,4625
204.53,7,12.04,Cafe Americano Regular,1431.71,1419.67,,"2023-09-23",1.720000,,4626
237.94,6,18.12,Choco Nirvana Sundae,1427.64,1409.5200000000002,,"2023-10-01",3.020000,,4627
143.24,27,69.66,Tiramisu Affogato,3867.48,3797.82,,"2023-09-15",2.580000,,4628
228.98,10,26.40,Chocolate Croissant,2289.8,2263.4,,"2023-10-09",2.640000,,4629
173.04,9,42.48,Spinach Corn N Cheese Sandwich,1557.36,1514.8799999999999,,"2023-09-23",4.720000,,4630
182.12,11,45.43,Irish Coffee,2003.32,1957.8899999999999,,"2023-10-01",4.130000,,4631
222.93,14,32.90,Espresso Doppio,3121.02,3088.12,,"2023-10-09",2.350000,,4632
223.30,6,18.72,Plant Milk Frappe-Oat,1339.8,1321.08,,"2023-10-02",3.120000,,4633
223.30,7,21.84,Plant Milk Frappe-Oat,1563.1,1541.26,,"2023-09-23",3.120000,,4634
228.98,9,23.76,Chocolate Croissant,2060.82,2037.0600000000002,,"2023-10-09",2.640000,,4635
239.31,19,66.31,Paneer Tikka Sandwich,4546.89,4480.58,,"2023-10-02",3.490000,,4636
104.69,36,34.20,Spicy Mango Slush,3768.84,3734.6400000000003,,"2023-10-09",0.950000,,4637
140.51,36,141.84,Cafe Americano Strong,5058.36,4916.5199999999995,,"2023-10-02",3.940000,,4638
210.85,18,50.94,Red Velvet Cake,3795.3,3744.36,,"2023-09-23",2.830000,,4639
223.30,19,59.28,Plant Milk Frappe-Oat,4242.7,4183.42,,"2023-10-09",3.120000,,4640
147.59,28,66.08,Soya Cappuccino King,4132.52,4066.4400000000005,,"2023-10-02",2.360000,,4641
239.31,12,41.88,Paneer Tikka Sandwich,2871.72,2829.8399999999997,,"2023-09-23",3.490000,,4642
222.93,18,42.30,Espresso Doppio,4012.74,3970.4399999999996,,"2023-10-09",2.350000,,4643
251.37,16,69.60,Gooey Fudgy Brownie Sundae,4021.92,3952.32,,"2023-10-02",4.350000,,4644
175.70,24,36.72,Irish Latte,4216.8,4180.08,,"2023-09-23",1.530000,,4645
174.70,15,18.30,Irish Affogato,2620.5,2602.2,,"2023-10-09",1.220000,,4646
195.41,12,35.16,Plant Milk Frappe-Coconut,2344.92,2309.76,,"2023-10-02",2.930000,,4647
204.53,25,43.00,Cafe Americano Regular,5113.25,5070.25,,"2023-10-09",1.720000,,4648
222.93,20,47.00,Espresso Doppio,4458.6,4411.6,,"2023-09-23",2.350000,,4649
226.41,20,88.80,Peri Peri Garlic Bread,4528.2,4439.4,,"2023-10-09",4.440000,,4650
201.15,23,61.41,Cafe Latte Regular,4626.45,4565.04,,"2023-09-23",2.670000,,4651
206.34,17,69.19,Paneer Tikka Double Decker Sandwich,3507.78,3438.59,,"2023-10-09",4.070000,,4652
147.64,24,49.44,Irish Cappuccino,3543.36,3493.92,,"2023-09-23",2.060000,,4653
99.79,17,15.47,Cappuccino Regular,1696.43,1680.96,,"2023-10-09",0.910000,,4654
106.80,27,46.98,Dutch Truffle Cake,2883.6,2836.62,,"2023-09-23",1.740000,,4655
252.24,18,16.56,Hazelnut Brownie,4540.32,4523.759999999999,,"2023-10-09",0.920000,,4656
146.26,23,13.34,Classic Hot Fudge Sundae,3363.98,3350.64,,"2023-09-23",0.580000,,4657
252.24,21,19.32,Hazelnut Brownie,5297.04,5277.72,,"2023-10-09",0.920000,,4658
204.53,19,32.68,Cafe Americano Regular,3886.07,3853.3900000000003,,"2023-10-10",1.720000,,4659
245.97,20,58.40,Vanilla Latte Regular,4919.4,4861.0,,"2023-10-10",2.920000,,4660
182.12,9,37.17,Irish Coffee,1639.08,1601.9099999999999,,"2023-09-23",4.130000,,4661
228.98,18,47.52,Chocolate Croissant,4121.64,4074.1200000000003,,"2023-10-10",2.640000,,4662
191.47,14,40.18,Nutty Chocolate Croissant Sundae,2680.58,2640.4,,"2023-10-10",2.870000,,4663
222.93,23,54.05,Espresso Doppio,5127.39,5073.34,,"2023-10-10",2.350000,,4664
239.31,21,73.29,Paneer Tikka Sandwich,5025.51,4952.22,,"2023-09-23",3.490000,,4665
190.93,15,28.35,Classic Affogato,2863.95,2835.6,,"2023-10-10",1.890000,,4666
176.72,33,107.25,Paneer N Mozzarella Toastizza,5831.76,5724.51,,"2023-09-24",3.250000,,4667
167.97,14,16.10,Smoked Chicken Double Decker Sandwich,2351.58,2335.48,,"2023-10-10",1.150000,,4668
173.04,9,42.48,Spinach Corn N Cheese Sandwich,1557.36,1514.8799999999999,,"2023-09-24",4.720000,,4669
143.24,11,28.38,Tiramisu Affogato,1575.64,1547.26,,"2023-10-10",2.580000,,4670
147.59,23,54.28,Soya Cappuccino King,3394.57,3340.29,,"2023-09-24",2.360000,,4671
233.45,9,34.92,Honey Cinnamon Coffee,2101.05,2066.13,,"2023-10-10",3.880000,,4672
195.26,12,34.08,Adrak Wali Chai,2343.12,2309.04,,"2023-10-10",2.840000,,4673
233.45,9,34.92,Honey Cinnamon Coffee,2101.05,2066.13,,"2023-09-24",3.880000,,4674
206.17,12,31.68,Smoked Chicken Sandwich,2474.04,2442.36,,"2023-10-10",2.640000,,4675
251.37,9,39.15,Gooey Fudgy Brownie Sundae,2262.33,2223.18,,"2023-09-24",4.350000,,4676
147.64,22,45.32,Irish Cappuccino,3248.08,3202.7599999999998,,"2023-10-10",2.060000,,4677
141.44,27,89.37,Cheese Tomato Croissant Sliders,3818.88,3729.51,,"2023-10-10",3.310000,,4678
174.70,16,19.52,Irish Affogato,2795.2,2775.68,,"2023-10-10",1.220000,,4679
140.51,16,63.04,Cafe Americano Strong,2248.16,2185.12,,"2023-10-10",3.940000,,4680
146.26,12,6.96,Classic Hot Fudge Sundae,1755.12,1748.1599999999999,,"2023-09-24",0.580000,,4681
245.97,11,32.12,Vanilla Latte Regular,2705.67,2673.55,,"2023-10-10",2.920000,,4682
160.93,17,46.41,Hazelnut Cappuccino,2735.81,2689.4,,"2023-10-10",2.730000,,4683
156.45,8,16.96,Classic Garlic Bread,1251.6,1234.6399999999999,,"2023-09-24",2.120000,,4684
176.72,31,100.75,Paneer N Mozzarella Toastizza,5478.32,5377.57,,"2023-10-10",3.250000,,4685
106.80,30,52.20,Dutch Truffle Cake,3204.0,3151.8,,"2023-09-24",1.740000,,4686
206.34,13,52.91,Paneer Tikka Double Decker Sandwich,2682.42,2629.51,,"2023-10-10",4.070000,,4687
141.44,35,115.85,Cheese Tomato Croissant Sliders,4950.4,4834.549999999999,,"2023-10-10",3.310000,,4688
173.04,30,141.60,Spinach Corn N Cheese Sandwich,5191.2,5049.599999999999,,"2023-09-24",4.720000,,4689
155.00,10,39.60,Elaichi Chai,1550.0,1510.4,,"2023-09-15",3.960000,,4690
237.94,22,66.44,Choco Nirvana Sundae,5234.68,5168.240000000001,,"2023-10-10",3.020000,,4691
145.80,29,56.26,Hazelnut Latte,4228.2,4171.94,,"2023-10-02",1.940000,,4692
206.17,13,34.32,Smoked Chicken Sandwich,2680.21,2645.89,,"2023-10-10",2.640000,,4693
115.23,37,149.48,Vietnamese Iced Coffee,4263.51,4114.030000000001,,"2023-10-02",4.040000,,4694
225.70,11,52.36,Chilli Cheese Toast,2482.7,2430.3399999999997,,"2023-09-15",4.760000,,4695
233.02,13,60.19,Filter Coffee,3029.26,2969.07,,"2023-10-10",4.630000,,4696
147.59,19,44.84,Soya Cappuccino King,2804.21,2759.37,,"2023-10-02",2.360000,,4697
145.80,30,58.20,Hazelnut Latte,4374.0,4315.8,,"2023-09-24",1.940000,,4698
182.49,28,98.28,Flat White,5109.72,5011.4400000000005,,"2023-09-15",3.510000,,4699
146.26,43,24.94,Classic Hot Fudge Sundae,6289.18,6264.240000000001,,"2023-10-02",0.580000,,4700
195.26,16,45.44,Adrak Wali Chai,3124.16,3078.72,,"2023-10-10",2.840000,,4701
146.26,9,5.22,Classic Hot Fudge Sundae,1316.34,1311.12,,"2023-09-24",0.580000,,4702
172.51,18,60.48,Tandoori Chicken Double Decker Sandwich,3105.18,3044.7,,"2023-09-15",3.360000,,4703
245.97,24,70.08,Vanilla Latte Regular,5903.28,5833.2,,"2023-10-02",2.920000,,4704
156.45,12,25.44,Classic Garlic Bread,1877.4,1851.96,,"2023-10-10",2.120000,,4705
167.97,6,6.90,Smoked Chicken Double Decker Sandwich,1007.82,1000.9200000000001,,"2023-09-15",1.150000,,4706
222.93,24,56.40,Espresso Doppio,5350.32,5293.92,,"2023-09-24",2.350000,,4707
195.26,17,48.28,Adrak Wali Chai,3319.42,3271.14,,"2023-10-11",2.840000,,4708
160.93,28,76.44,Hazelnut Cappuccino,4506.04,4429.6,,"2023-09-15",2.730000,,4709
231.91,10,38.70,Cafe Mocha,2319.1,2280.4,,"2023-10-11",3.870000,,4710
252.24,10,9.20,Hazelnut Brownie,2522.4,2513.2000000000003,,"2023-09-15",0.920000,,4711
206.34,10,40.70,Paneer Tikka Double Decker Sandwich,2063.4,2022.7,,"2023-10-11",4.070000,,4712
190.93,8,15.12,Classic Affogato,1527.44,1512.3200000000002,,"2023-09-24",1.890000,,4713
233.02,20,92.60,Filter Coffee,4660.4,4567.799999999999,,"2023-10-11",4.630000,,4714
99.79,17,15.47,Cappuccino Regular,1696.43,1680.96,,"2023-10-02",0.910000,,4715
160.93,15,40.95,Hazelnut Cappuccino,2413.95,2373.0,,"2023-09-15",2.730000,,4716
180.56,10,10.40,Classic New York Cheesecake,1805.6,1795.1999999999998,,"2023-10-11",1.040000,,4717
206.34,5,20.35,Paneer Tikka Double Decker Sandwich,1031.7,1011.35,,"2023-10-02",4.070000,,4718
143.24,12,30.96,Tiramisu Affogato,1718.88,1687.92,,"2023-09-24",2.580000,,4719
160.93,12,32.76,Hazelnut Cappuccino,1931.16,1898.4,,"2023-10-11",2.730000,,4720
233.45,25,97.00,Honey Cinnamon Coffee,5836.25,5739.25,,"2023-09-24",3.880000,,4721
140.51,38,149.72,Cafe Americano Strong,5339.38,5189.66,,"2023-09-15",3.940000,,4722
173.04,21,99.12,Spinach Corn N Cheese Sandwich,3633.84,3534.7200000000003,,"2023-09-24",4.720000,,4723
109.74,41,154.57,Salted Caramel Cappuccino,4499.34,4344.77,,"2023-09-15",3.770000,,4724
233.02,6,27.78,Filter Coffee,1398.12,1370.34,,"2023-09-24",4.630000,,4725
204.53,22,37.84,Cafe Americano Regular,4499.66,4461.82,,"2023-10-02",1.720000,,4726
228.98,16,42.24,Chocolate Croissant,3663.68,3621.44,,"2023-09-16",2.640000,,4727
233.02,14,64.82,Filter Coffee,3262.28,3197.46,,"2023-10-11",4.630000,,4728
132.68,14,35.70,Cappuccino King,1857.52,1821.82,,"2023-09-24",2.550000,,4729
233.02,10,46.30,Filter Coffee,2330.2,2283.8999999999996,,"2023-10-02",4.630000,,4730
195.31,17,82.28,Espresso,3320.27,3237.99,,"2023-09-16",4.840000,,4731
147.64,8,16.48,Irish Cappuccino,1181.12,1164.6399999999999,,"2023-10-11",2.060000,,4732
241.92,20,93.40,Butterscotch Crunch Cake,4838.4,4745.0,,"2023-10-02",4.670000,,4733
173.04,12,56.64,Spinach Corn N Cheese Sandwich,2076.48,2019.84,,"2023-09-16",4.720000,,4734
182.12,22,90.86,Irish Coffee,4006.64,3915.7799999999997,,"2023-10-11",4.130000,,4735
176.72,21,68.25,Paneer N Mozzarella Toastizza,3711.12,3642.87,,"2023-09-24",3.250000,,4736
206.34,6,24.42,Paneer Tikka Double Decker Sandwich,1238.04,1213.62,,"2023-10-02",4.070000,,4737
201.15,17,45.39,Cafe Latte Regular,3419.55,3374.1600000000003,,"2023-09-16",2.670000,,4738
252.24,20,18.40,Hazelnut Brownie,5044.8,5026.400000000001,,"2023-09-24",0.920000,,4739
175.70,30,45.90,Irish Latte,5271.0,5225.1,,"2023-10-02",1.530000,,4740
190.93,17,32.13,Classic Affogato,3245.81,3213.68,,"2023-09-16",1.890000,,4741
130.23,30,126.60,Caramel Affogato,3906.9,3780.3,,"2023-10-02",4.220000,,4742
195.31,9,43.56,Espresso,1757.79,1714.23,,"2023-09-24",4.840000,,4743
109.74,22,82.94,Salted Caramel Cappuccino,2414.28,2331.34,,"2023-10-02",3.770000,,4744
99.79,12,10.92,Cappuccino Regular,1197.48,1186.56,,"2023-09-24",0.910000,,4745
176.72,7,22.75,Paneer N Mozzarella Toastizza,1237.04,1214.29,,"2023-09-16",3.250000,,4746
132.68,10,25.50,Cappuccino King,1326.8,1301.3,,"2023-10-02",2.550000,,4747
241.92,13,60.71,Butterscotch Crunch Cake,3144.96,3084.25,,"2023-09-16",4.670000,,4748
145.80,20,38.80,Hazelnut Latte,2916.0,2877.2,,"2023-09-24",1.940000,,4749
222.93,16,37.60,Espresso Doppio,3566.88,3529.28,,"2023-09-16",2.350000,,4750
191.47,8,22.96,Nutty Chocolate Croissant Sundae,1531.76,1508.8,,"2023-09-24",2.870000,,4751
195.41,25,73.25,Plant Milk Frappe-Coconut,4885.25,4812.0,,"2023-09-16",2.930000,,4752
225.70,10,47.60,Chilli Cheese Toast,2257.0,2209.4,,"2023-10-03",4.760000,,4753
185.05,19,78.09,Croissant,3515.95,3437.8599999999997,,"2023-09-16",4.110000,,4754
252.24,21,19.32,Hazelnut Brownie,5297.04,5277.72,,"2023-10-03",0.920000,,4755
210.85,12,33.96,Red Velvet Cake,2530.2,2496.24,,"2023-09-24",2.830000,,4756
106.80,12,20.88,Dutch Truffle Cake,1281.6,1260.7199999999998,,"2023-09-16",1.740000,,4757
147.59,27,63.72,Soya Cappuccino King,3984.93,3921.21,,"2023-09-24",2.360000,,4758
248.19,16,62.24,Vanilla Cappuccino Regular,3971.04,3908.8,,"2023-10-11",3.890000,,4759
252.24,10,9.20,Hazelnut Brownie,2522.4,2513.2000000000003,,"2023-09-16",0.920000,,4760
165.86,13,9.49,Sizzle My Brownie Sundae,2156.18,2146.69,,"2023-10-03",0.730000,,4761
226.41,21,93.24,Peri Peri Garlic Bread,4754.61,4661.37,,"2023-09-24",4.440000,,4762
106.80,50,87.00,Dutch Truffle Cake,5340.0,5253.0,,"2023-10-11",1.740000,,4763
185.05,12,49.32,Croissant,2220.6,2171.2799999999997,,"2023-10-03",4.110000,,4764
201.15,20,53.40,Cafe Latte Regular,4023.0,3969.6,,"2023-09-24",2.670000,,4765
182.12,23,94.99,Irish Coffee,4188.76,4093.7700000000004,,"2023-10-11",4.130000,,4766
251.37,13,56.55,Gooey Fudgy Brownie Sundae,3267.81,3211.2599999999998,,"2023-09-16",4.350000,,4767
191.47,16,45.92,Nutty Chocolate Croissant Sundae,3063.52,3017.6,,"2023-10-03",2.870000,,4768
182.12,20,82.60,Irish Coffee,3642.4,3559.8,,"2023-09-16",4.130000,,4769
143.24,24,61.92,Tiramisu Affogato,3437.76,3375.84,,"2023-10-03",2.580000,,4770
150.19,18,37.26,Frappe Lite,2703.42,2666.16,,"2023-09-16",2.070000,,4771
145.80,9,17.46,Hazelnut Latte,1312.2,1294.74,,"2023-09-25",1.940000,,4772
115.23,39,157.56,Vietnamese Iced Coffee,4493.97,4336.41,,"2023-09-16",4.040000,,4773
130.23,18,75.96,Caramel Affogato,2344.14,2268.18,,"2023-10-03",4.220000,,4774
147.64,10,20.60,Irish Cappuccino,1476.4,1455.8000000000002,,"2023-09-25",2.060000,,4775
241.92,10,46.70,Butterscotch Crunch Cake,2419.2,2372.5,,"2023-10-11",4.670000,,4776
175.70,27,41.31,Irish Latte,4743.9,4702.589999999999,,"2023-09-16",1.530000,,4777
233.45,5,19.40,Honey Cinnamon Coffee,1167.25,1147.85,,"2023-10-03",3.880000,,4778
104.69,44,41.80,Spicy Mango Slush,4606.36,4564.5599999999995,,"2023-09-17",0.950000,,4779
190.93,17,32.13,Classic Affogato,3245.81,3213.68,,"2023-09-25",1.890000,,4780
225.70,21,99.96,Chilli Cheese Toast,4739.7,4639.74,,"2023-09-17",4.760000,,4781
173.04,13,61.36,Spinach Corn N Cheese Sandwich,2249.52,2188.16,,"2023-09-25",4.720000,,4782
195.31,25,121.00,Espresso,4882.75,4761.75,,"2023-10-03",4.840000,,4783
231.91,7,27.09,Cafe Mocha,1623.37,1596.28,,"2023-09-17",3.870000,,4784
231.91,16,61.92,Cafe Mocha,3710.56,3648.64,,"2023-10-03",3.870000,,4785
237.94,8,24.16,Choco Nirvana Sundae,1903.52,1879.36,,"2023-10-03",3.020000,,4786
150.19,39,80.73,Frappe Lite,5857.41,5776.68,,"2023-10-11",2.070000,,4787
210.85,20,56.60,Red Velvet Cake,4217.0,4160.4,,"2023-10-03",2.830000,,4788
155.00,25,99.00,Elaichi Chai,3875.0,3776.0,,"2023-09-17",3.960000,,4789
223.30,20,62.40,Plant Milk Frappe-Oat,4466.0,4403.6,,"2023-10-11",3.120000,,4790
233.02,11,50.93,Filter Coffee,2563.22,2512.29,,"2023-10-04",4.630000,,4791
182.12,34,140.42,Irish Coffee,6192.08,6051.66,,"2023-09-17",4.130000,,4792
147.64,38,78.28,Irish Cappuccino,5610.32,5532.04,,"2023-10-04",2.060000,,4793
241.92,5,23.35,Butterscotch Crunch Cake,1209.6,1186.25,,"2023-10-11",4.670000,,4794
106.80,47,81.78,Dutch Truffle Cake,5019.6,4937.820000000001,,"2023-10-04",1.740000,,4795
233.02,10,46.30,Filter Coffee,2330.2,2283.8999999999996,,"2023-09-17",4.630000,,4796
150.19,18,37.26,Frappe Lite,2703.42,2666.16,,"2023-10-11",2.070000,,4797
140.51,33,130.02,Cafe Americano Strong,4636.83,4506.8099999999995,,"2023-10-12",3.940000,,4798
176.72,14,45.50,Paneer N Mozzarella Toastizza,2474.08,2428.58,,"2023-10-04",3.250000,,4799
233.45,12,46.56,Honey Cinnamon Coffee,2801.4,2754.84,,"2023-10-12",3.880000,,4800
176.72,27,87.75,Paneer N Mozzarella Toastizza,4771.44,4683.69,,"2023-10-04",3.250000,,4801
201.15,13,34.71,Cafe Latte Regular,2614.95,2580.24,,"2023-10-04",2.670000,,4802
176.72,31,100.75,Paneer N Mozzarella Toastizza,5478.32,5377.57,,"2023-10-04",3.250000,,4803
233.45,16,62.08,Honey Cinnamon Coffee,3735.2,3673.12,,"2023-10-15",3.880000,,4804
141.44,32,105.92,Cheese Tomato Croissant Sliders,4526.08,4420.16,,"2023-09-25",3.310000,,4805
106.80,18,31.32,Dutch Truffle Cake,1922.4,1891.0800000000002,,"2023-10-04",1.740000,,4806
173.04,24,113.28,Spinach Corn N Cheese Sandwich,4152.96,4039.68,,"2023-10-12",4.720000,,4807
194.70,15,56.40,Coconut Spiced Latte,2920.5,2864.1,,"2023-09-25",3.760000,,4808
206.34,7,28.49,Paneer Tikka Double Decker Sandwich,1444.38,1415.89,,"2023-10-15",4.070000,,4809
210.85,12,33.96,Red Velvet Cake,2530.2,2496.24,,"2023-10-04",2.830000,,4810
222.93,28,65.80,Espresso Doppio,6242.04,6176.24,,"2023-10-12",2.350000,,4811
130.23,5,21.10,Caramel Affogato,651.15,630.05,,"2023-09-25",4.220000,,4812
190.93,23,43.47,Classic Affogato,4391.39,4347.92,,"2023-10-15",1.890000,,4813
195.26,19,53.96,Adrak Wali Chai,3709.94,3655.98,,"2023-10-12",2.840000,,4814
